,vignette,membership,space,location1,location2,content,access,distribution,type
863,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Students not on the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Who is going to start for the next game/how the projects were assigned,Ryan was not sure that his teammate realized that he heard/received the information,Students not on the team,contract
864,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about A date that went horribly wrong. . The next day, Ryan shared the information with Other members of the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,A date that went horribly wrong,,Other members of the team,contract
865,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about A date that went horribly wrong. . The next day, Ryan shared the information with Other members of the team including the coach",Senior,On a varsity athletic team,While on Facebook,saw a wall post,A date that went horribly wrong,,Other members of the team including the coach,contract
866,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about A date that went horribly wrong. . The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On a varsity athletic team,While on Facebook,saw a wall post,A date that went horribly wrong,,Other members of the team including the team captains,contract
867,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about A date that went horribly wrong. . The next day, Ryan shared the information with Students not on the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,A date that went horribly wrong,,Students not on the team,contract
868,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about A date that went horribly wrong. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,A date that went horribly wrong,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team,contract
869,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about A date that went horribly wrong. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On a varsity athletic team,While on Facebook,saw a wall post,A date that went horribly wrong,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the coach,contract
870,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about A date that went horribly wrong. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On a varsity athletic team,While on Facebook,saw a wall post,A date that went horribly wrong,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the team captains,contract
871,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about A date that went horribly wrong. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Students not on the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,A date that went horribly wrong,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Students not on the team,contract
872,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about A date that went horribly wrong. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,A date that went horribly wrong,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team,contract
873,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about A date that went horribly wrong. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On a varsity athletic team,While on Facebook,saw a wall post,A date that went horribly wrong,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team including the coach,contract
874,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about A date that went horribly wrong. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On a varsity athletic team,While on Facebook,saw a wall post,A date that went horribly wrong,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team including the team captains,contract
875,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about A date that went horribly wrong. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Students not on the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,A date that went horribly wrong,Ryan was not sure that his teammate realized that he heard/received the information,Students not on the team,contract
876,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Problems with his mom. . The next day, Ryan shared the information with Other members of the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Problems with his mom,,Other members of the team,contract
877,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Problems with his mom. . The next day, Ryan shared the information with Other members of the team including the coach",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Problems with his mom,,Other members of the team including the coach,contract
878,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Problems with his mom. . The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Problems with his mom,,Other members of the team including the team captains,contract
879,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Problems with his mom. . The next day, Ryan shared the information with Students not on the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Problems with his mom,,Students not on the team,contract
880,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Problems with his mom. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Problems with his mom,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team,contract
881,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Problems with his mom. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Problems with his mom,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the coach,contract
882,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Problems with his mom. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Problems with his mom,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the team captains,contract
883,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Problems with his mom. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Students not on the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Problems with his mom,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Students not on the team,contract
884,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Problems with his mom. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Problems with his mom,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team,contract
885,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Problems with his mom. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Problems with his mom,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team including the coach,contract
886,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Problems with his mom. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Problems with his mom,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team including the team captains,contract
887,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about Problems with his mom. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Students not on the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,Problems with his mom,Ryan was not sure that his teammate realized that he heard/received the information,Students not on the team,contract
888,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about An embarrassing medical condition. . The next day, Ryan shared the information with Other members of the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,An embarrassing medical condition,,Other members of the team,contract
889,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about An embarrassing medical condition. . The next day, Ryan shared the information with Other members of the team including the coach",Senior,On a varsity athletic team,While on Facebook,saw a wall post,An embarrassing medical condition,,Other members of the team including the coach,contract
890,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about An embarrassing medical condition. . The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On a varsity athletic team,While on Facebook,saw a wall post,An embarrassing medical condition,,Other members of the team including the team captains,contract
891,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about An embarrassing medical condition. . The next day, Ryan shared the information with Students not on the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,An embarrassing medical condition,,Students not on the team,contract
892,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about An embarrassing medical condition. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,An embarrassing medical condition,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team,contract
893,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about An embarrassing medical condition. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On a varsity athletic team,While on Facebook,saw a wall post,An embarrassing medical condition,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the coach,contract
894,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about An embarrassing medical condition. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On a varsity athletic team,While on Facebook,saw a wall post,An embarrassing medical condition,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the team captains,contract
895,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about An embarrassing medical condition. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Students not on the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,An embarrassing medical condition,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Students not on the team,contract
896,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about An embarrassing medical condition. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,An embarrassing medical condition,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team,contract
897,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about An embarrassing medical condition. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On a varsity athletic team,While on Facebook,saw a wall post,An embarrassing medical condition,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team including the coach,contract
898,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about An embarrassing medical condition. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On a varsity athletic team,While on Facebook,saw a wall post,An embarrassing medical condition,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team including the team captains,contract
899,"Ryan is a Senior college student On a varsity athletic team. While on Facebook, Ryan saw a wall post from a fellow team member talking about An embarrassing medical condition. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Students not on the team",Senior,On a varsity athletic team,While on Facebook,saw a wall post,An embarrassing medical condition,Ryan was not sure that his teammate realized that he heard/received the information,Students not on the team,contract
900,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Housing decisions for next semester. . The next day, Ryan shared the information with Other members of the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Housing decisions for next semester,,Other members of the team,contract
901,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Housing decisions for next semester. . The next day, Ryan shared the information with Other members of the team including the coach",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Housing decisions for next semester,,Other members of the team including the coach,contract
902,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Housing decisions for next semester. . The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Housing decisions for next semester,,Other members of the team including the team captains,contract
903,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Housing decisions for next semester. . The next day, Ryan shared the information with Students not on the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Housing decisions for next semester,,Students not on the team,contract
904,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Housing decisions for next semester. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Housing decisions for next semester,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team,contract
905,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Housing decisions for next semester. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Housing decisions for next semester,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the coach,contract
906,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Housing decisions for next semester. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Housing decisions for next semester,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the team captains,contract
907,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Housing decisions for next semester. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Students not on the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Housing decisions for next semester,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Students not on the team,contract
908,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Housing decisions for next semester. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Housing decisions for next semester,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team,contract
909,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Housing decisions for next semester. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Housing decisions for next semester,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team including the coach,contract
910,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Housing decisions for next semester. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Housing decisions for next semester,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team including the team captains,contract
911,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Housing decisions for next semester. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Students not on the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Housing decisions for next semester,Ryan was not sure that his teammate realized that he heard/received the information,Students not on the team,contract
912,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. . The next day, Ryan shared the information with Other members of the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Who is going to start for the next game/how the projects were assigned,,Other members of the team,contract
913,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. . The next day, Ryan shared the information with Other members of the team including the coach",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Who is going to start for the next game/how the projects were assigned,,Other members of the team including the coach,contract
914,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. . The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Who is going to start for the next game/how the projects were assigned,,Other members of the team including the team captains,contract
915,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. . The next day, Ryan shared the information with Students not on the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Who is going to start for the next game/how the projects were assigned,,Students not on the team,contract
916,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Who is going to start for the next game/how the projects were assigned,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team,contract
917,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Who is going to start for the next game/how the projects were assigned,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the coach,contract
918,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Who is going to start for the next game/how the projects were assigned,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the team captains,contract
919,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Students not on the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Who is going to start for the next game/how the projects were assigned,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Students not on the team,contract
920,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Who is going to start for the next game/how the projects were assigned,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team,contract
921,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Who is going to start for the next game/how the projects were assigned,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team including the coach,contract
922,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Who is going to start for the next game/how the projects were assigned,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team including the team captains,contract
923,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Who is going to start for the next game/how the projects were assigned. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Students not on the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Who is going to start for the next game/how the projects were assigned,Ryan was not sure that his teammate realized that he heard/received the information,Students not on the team,contract
924,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about A date that went horribly wrong. . The next day, Ryan shared the information with Other members of the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,A date that went horribly wrong,,Other members of the team,contract
925,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about A date that went horribly wrong. . The next day, Ryan shared the information with Other members of the team including the coach",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,A date that went horribly wrong,,Other members of the team including the coach,contract
926,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about A date that went horribly wrong. . The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,A date that went horribly wrong,,Other members of the team including the team captains,contract
927,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about A date that went horribly wrong. . The next day, Ryan shared the information with Students not on the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,A date that went horribly wrong,,Students not on the team,contract
928,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about A date that went horribly wrong. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,A date that went horribly wrong,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team,contract
929,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about A date that went horribly wrong. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,A date that went horribly wrong,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the coach,contract
930,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about A date that went horribly wrong. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,A date that went horribly wrong,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the team captains,contract
931,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about A date that went horribly wrong. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Students not on the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,A date that went horribly wrong,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Students not on the team,contract
932,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about A date that went horribly wrong. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,A date that went horribly wrong,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team,contract
933,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about A date that went horribly wrong. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,A date that went horribly wrong,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team including the coach,contract
934,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about A date that went horribly wrong. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,A date that went horribly wrong,Ryan was not sure that his teammate realized that he heard/received the information,Other members of the team including the team captains,contract
935,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about A date that went horribly wrong. Ryan was not sure that his teammate realized that he heard/received the information. The next day, Ryan shared the information with Students not on the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,A date that went horribly wrong,Ryan was not sure that his teammate realized that he heard/received the information,Students not on the team,contract
936,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Problems with his mom. . The next day, Ryan shared the information with Other members of the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Problems with his mom,,Other members of the team,contract
937,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Problems with his mom. . The next day, Ryan shared the information with Other members of the team including the coach",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Problems with his mom,,Other members of the team including the coach,contract
938,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Problems with his mom. . The next day, Ryan shared the information with Other members of the team including the team captains",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Problems with his mom,,Other members of the team including the team captains,contract
939,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Problems with his mom. . The next day, Ryan shared the information with Students not on the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Problems with his mom,,Students not on the team,contract
940,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Problems with his mom. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Problems with his mom,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team,contract
941,"Ryan is a Senior college student On an assigned project team for a required class. While in the locker room/study room, Ryan heard from a fellow team member talking about Problems with his mom. Ryan's teammate only shared the information reluctantly after being chided by other students on the team. The next day, Ryan shared the information with Other members of the team including the coach",Senior,On an assigned project team for a required class,While in the locker room/study room,heard,Problems with his mom,Ryan's teammate only shared the information reluctantly after being chided by other students on the team,Other members of the team including the coach,contract
